timestamp,station_id,data_source,wind_speed_mps,wind_dir_deg,air_temperature_C,air_pressure_hPa,humidity_percent,air_density_kgm3,wind_speed_hub_mps,turbine_power_kW,farm_power_kW,farm_energy_kWh_10min,farm_energy_MWh_10min
2025-11-04T20:35:27.880497,WBWF,PREDICTION,0.88,193,23.92,1014,31,1.189,1.22,0,0,0.0,0.0
2025-11-04T20:35:28.008827,GZWF,PREDICTION,1.34,271,23.8,1014,39,1.19,1.86,0,0,0.0,0.0
2025-11-04T20:35:28.013209,ZFWF,PREDICTION,0.9,114,20.2,1016,24,1.207,1.25,0,0,0.0,0.0
2025-11-04T20:35:38.762072,WBWF,PREDICTION,1.27,193,23.92,1014,31,1.189,1.76,0,0,0.0,0.0
2025-11-04T20:35:38.880945,GZWF,PREDICTION,1.13,271,23.8,1014,39,1.19,1.56,0,0,0.0,0.0
2025-11-04T20:35:38.885655,ZFWF,PREDICTION,1.1,114,20.2,1016,24,1.207,1.52,0,0,0.0,0.0
2025-11-04T20:35:48.772808,WBWF,PREDICTION,1.06,193,23.92,1014,31,1.189,1.46,0,0,0.0,0.0
2025-11-04T20:35:48.881685,GZWF,PREDICTION,1.27,271,23.8,1014,39,1.19,1.75,0,0,0.0,0.0
2025-11-04T20:35:48.885179,ZFWF,PREDICTION,0.77,114,20.2,1016,24,1.207,1.07,0,0,0.0,0.0
2025-11-04T20:35:58.764496,WBWF,PREDICTION,1.09,193,23.92,1014,31,1.189,1.5,0,0,0.0,0.0
2025-11-04T20:35:58.888697,GZWF,PREDICTION,1.23,271,23.8,1014,39,1.19,1.7,0,0,0.0,0.0
2025-11-04T20:35:58.894238,ZFWF,PREDICTION,1.21,114,20.2,1016,24,1.207,1.66,0,0,0.0,0.0
2025-11-04T20:36:08.767138,WBWF,PREDICTION,1.25,193,23.92,1014,31,1.189,1.73,0,0,0.0,0.0
2025-11-04T20:36:08.887531,GZWF,PREDICTION,0.95,271,23.8,1014,39,1.19,1.31,0,0,0.0,0.0
2025-11-04T20:36:08.892021,ZFWF,PREDICTION,1.15,114,20.2,1016,24,1.207,1.59,0,0,0.0,0.0
2025-11-04T20:36:13.768447,WBWF,PREDICTION,0.95,193,23.92,1014,31,1.189,1.31,0,0,0.0,0.0
2025-11-04T20:36:13.882981,GZWF,PREDICTION,1.2,271,23.8,1014,39,1.19,1.65,0,0,0.0,0.0
2025-11-04T20:36:13.890254,ZFWF,PREDICTION,0.99,114,20.2,1016,24,1.207,1.36,0,0,0.0,0.0
2025-11-04T20:36:23.786850,WBWF,PREDICTION,1.33,193,23.92,1014,31,1.189,1.84,0,0,0.0,0.0
2025-11-04T20:36:23.905813,GZWF,PREDICTION,1.04,271,23.8,1014,39,1.19,1.44,0,0,0.0,0.0
2025-11-04T20:36:23.911430,ZFWF,PREDICTION,1.07,114,20.2,1016,24,1.207,1.47,0,0,0.0,0.0
2025-11-04T20:36:33.767931,WBWF,PREDICTION,1.13,193,23.92,1014,31,1.189,1.56,0,0,0.0,0.0
2025-11-04T20:36:33.888451,GZWF,PREDICTION,1.4,271,23.8,1014,39,1.19,1.93,0,0,0.0,0.0
2025-11-04T20:36:33.892124,ZFWF,PREDICTION,1.21,114,20.2,1016,24,1.207,1.67,0,0,0.0,0.0
2025-11-04T20:36:43.769277,WBWF,PREDICTION,1.21,193,23.92,1014,31,1.189,1.67,0,0,0.0,0.0
2025-11-04T20:36:43.889424,GZWF,PREDICTION,1.03,271,23.8,1014,39,1.19,1.42,0,0,0.0,0.0
2025-11-04T20:36:43.894480,ZFWF,PREDICTION,0.77,114,20.2,1016,24,1.207,1.06,0,0,0.0,0.0
2025-11-04T20:36:48.769660,WBWF,PREDICTION,1.21,193,23.92,1014,31,1.189,1.67,0,0,0.0,0.0
2025-11-04T20:36:48.912572,GZWF,PREDICTION,1.03,271,23.8,1014,39,1.19,1.42,0,0,0.0,0.0
2025-11-04T20:36:48.916220,ZFWF,PREDICTION,0.77,114,20.2,1016,24,1.207,1.06,0,0,0.0,0.0
2025-11-04T20:36:58.762177,WBWF,PREDICTION,1.12,193,23.92,1014,31,1.189,1.55,0,0,0.0,0.0
2025-11-04T20:36:58.882946,GZWF,PREDICTION,1.41,271,23.8,1014,39,1.19,1.95,0,0,0.0,0.0
2025-11-04T20:36:58.886879,ZFWF,PREDICTION,1.24,114,20.2,1016,24,1.207,1.71,0,0,0.0,0.0
2025-11-04T20:37:03.768399,WBWF,PREDICTION,1.3,193,23.92,1014,31,1.189,1.8,0,0,0.0,0.0
2025-11-04T20:37:03.883529,GZWF,PREDICTION,1.38,271,23.8,1014,39,1.19,1.9,0,0,0.0,0.0
2025-11-04T20:37:03.887316,ZFWF,PREDICTION,0.83,114,20.2,1016,24,1.207,1.15,0,0,0.0,0.0
2025-11-04T20:37:13.762042,WBWF,PREDICTION,1.08,193,23.92,1014,31,1.189,1.49,0,0,0.0,0.0
2025-11-04T20:37:13.883921,GZWF,PREDICTION,1.4,271,23.8,1014,39,1.19,1.93,0,0,0.0,0.0
2025-11-04T20:37:13.887875,ZFWF,PREDICTION,1.07,114,20.2,1016,24,1.207,1.47,0,0,0.0,0.0
2025-11-04T20:37:18.767578,WBWF,PREDICTION,1.08,193,23.92,1014,31,1.189,1.49,0,0,0.0,0.0
2025-11-04T20:37:18.886877,GZWF,PREDICTION,1.4,271,23.8,1014,39,1.19,1.93,0,0,0.0,0.0
2025-11-04T20:37:18.890515,ZFWF,PREDICTION,1.07,114,20.2,1016,24,1.207,1.47,0,0,0.0,0.0
2025-11-04T20:37:28.767561,WBWF,PREDICTION,0.87,193,23.92,1014,31,1.189,1.21,0,0,0.0,0.0
2025-11-04T20:37:28.877311,GZWF,PREDICTION,1.05,271,23.8,1014,39,1.19,1.45,0,0,0.0,0.0
2025-11-04T20:37:28.881385,ZFWF,PREDICTION,0.83,114,20.2,1016,24,1.207,1.14,0,0,0.0,0.0
2025-11-04T20:37:38.770792,WBWF,PREDICTION,1.2,193,23.92,1014,31,1.189,1.66,0,0,0.0,0.0
2025-11-04T20:37:38.889107,GZWF,PREDICTION,0.92,271,23.8,1014,39,1.19,1.28,0,0,0.0,0.0
2025-11-04T20:37:38.894109,ZFWF,PREDICTION,1.0,114,20.2,1016,24,1.207,1.38,0,0,0.0,0.0
2025-11-04T20:37:43.780340,WBWF,PREDICTION,0.9,193,23.92,1014,31,1.189,1.24,0,0,0.0,0.0
2025-11-04T20:37:43.902260,GZWF,PREDICTION,1.29,271,23.8,1014,39,1.19,1.78,0,0,0.0,0.0
2025-11-04T20:37:43.906657,ZFWF,PREDICTION,0.86,114,20.2,1016,24,1.207,1.19,0,0,0.0,0.0
2025-11-04T20:37:53.771841,WBWF,PREDICTION,1.28,193,23.92,1014,31,1.189,1.77,0,0,0.0,0.0
2025-11-04T20:37:53.890584,GZWF,PREDICTION,0.92,271,23.8,1014,39,1.19,1.27,0,0,0.0,0.0
2025-11-04T20:37:53.894934,ZFWF,PREDICTION,0.75,114,20.2,1016,24,1.207,1.04,0,0,0.0,0.0
2025-11-04T20:38:03.761573,WBWF,PREDICTION,1.04,193,23.92,1014,31,1.189,1.44,0,0,0.0,0.0
2025-11-04T20:38:03.883927,GZWF,PREDICTION,1.24,271,23.8,1014,39,1.19,1.72,0,0,0.0,0.0
2025-11-04T20:38:03.888665,ZFWF,PREDICTION,1.24,114,20.2,1016,24,1.207,1.71,0,0,0.0,0.0
2025-11-04T20:38:36.780954,WBWF,PREDICTION,0.94,193,23.92,1014,31,1.189,1.3,0,0,0.0,0.0
2025-11-04T20:38:36.896289,GZWF,PREDICTION,1.23,271,23.8,1014,39,1.19,1.69,0,0,0.0,0.0
2025-11-04T20:38:36.900314,ZFWF,PREDICTION,0.8,114,20.2,1016,24,1.207,1.1,0,0,0.0,0.0
2025-11-04T20:38:45.125716,WBWF,PREDICTION,0.89,193,23.92,1014,31,1.189,1.23,0,0,0.0,0.0
2025-11-04T20:38:45.236144,GZWF,PREDICTION,1.35,271,23.8,1014,39,1.19,1.86,0,0,0.0,0.0
2025-11-04T20:38:45.240350,ZFWF,PREDICTION,1.01,114,20.2,1016,24,1.207,1.4,0,0,0.0,0.0
2025-11-04T20:38:53.766800,WBWF,PREDICTION,0.97,193,23.92,1014,31,1.189,1.35,0,0,0.0,0.0
2025-11-04T20:38:53.887620,GZWF,PREDICTION,1.42,271,23.8,1014,39,1.19,1.96,0,0,0.0,0.0
2025-11-04T20:38:53.891009,ZFWF,PREDICTION,0.99,114,20.2,1016,24,1.207,1.36,0,0,0.0,0.0
2025-11-04T20:38:58.767542,WBWF,PREDICTION,0.97,193,23.92,1014,31,1.189,1.35,0,0,0.0,0.0
2025-11-04T20:38:58.885900,GZWF,PREDICTION,1.42,271,23.8,1014,39,1.19,1.96,0,0,0.0,0.0
2025-11-04T20:38:58.889433,ZFWF,PREDICTION,0.99,114,20.2,1016,24,1.207,1.36,0,0,0.0,0.0
2025-11-04T20:39:03.773327,WBWF,PREDICTION,1.28,193,23.92,1014,31,1.189,1.77,0,0,0.0,0.0
2025-11-04T20:39:03.888291,GZWF,PREDICTION,1.32,271,23.8,1014,39,1.19,1.82,0,0,0.0,0.0
2025-11-04T20:39:03.892315,ZFWF,PREDICTION,1.0,114,20.2,1016,24,1.207,1.38,0,0,0.0,0.0
2025-11-04T20:39:13.762672,WBWF,PREDICTION,0.97,193,23.92,1014,31,1.189,1.34,0,0,0.0,0.0
2025-11-04T20:39:13.881544,GZWF,PREDICTION,0.94,271,23.8,1014,39,1.19,1.3,0,0,0.0,0.0
2025-11-04T20:39:13.885072,ZFWF,PREDICTION,1.21,114,20.2,1016,24,1.207,1.67,0,0,0.0,0.0
2025-11-04T20:39:18.773474,WBWF,PREDICTION,0.97,193,23.92,1014,31,1.189,1.34,0,0,0.0,0.0
2025-11-04T20:39:18.883346,GZWF,PREDICTION,0.94,271,23.8,1014,39,1.19,1.3,0,0,0.0,0.0
2025-11-04T20:39:18.886698,ZFWF,PREDICTION,1.21,114,20.2,1016,24,1.207,1.67,0,0,0.0,0.0
2025-11-04T20:39:28.771847,WBWF,PREDICTION,1.16,193,23.92,1014,31,1.189,1.61,0,0,0.0,0.0
2025-11-04T20:39:28.889223,GZWF,PREDICTION,1.19,271,23.8,1014,39,1.19,1.64,0,0,0.0,0.0
2025-11-04T20:39:28.892919,ZFWF,PREDICTION,0.91,114,20.2,1016,24,1.207,1.25,0,0,0.0,0.0
2025-11-04T20:39:33.772636,WBWF,PREDICTION,1.2,193,23.92,1014,31,1.189,1.65,0,0,0.0,0.0
2025-11-04T20:39:33.897320,GZWF,PREDICTION,1.03,271,23.8,1014,39,1.19,1.42,0,0,0.0,0.0
2025-11-04T20:39:33.901371,ZFWF,PREDICTION,0.71,114,20.2,1016,24,1.207,0.98,0,0,0.0,0.0
2025-11-04T20:39:43.764939,WBWF,PREDICTION,0.97,193,23.92,1014,31,1.189,1.34,0,0,0.0,0.0
2025-11-04T20:39:43.885503,GZWF,PREDICTION,1.07,271,23.8,1014,39,1.19,1.47,0,0,0.0,0.0
2025-11-04T20:39:43.890234,ZFWF,PREDICTION,1.14,114,20.2,1016,24,1.207,1.58,0,0,0.0,0.0
2025-11-04T20:40:36.787840,WBWF,PREDICTION,1.28,193,23.92,1014,31,1.189,1.77,0,0,0.0,0.0
2025-11-04T20:40:36.912380,GZWF,PREDICTION,1.04,271,23.8,1014,39,1.19,1.44,0,0,0.0,0.0
2025-11-04T20:40:36.916753,ZFWF,PREDICTION,1.12,114,20.2,1016,24,1.207,1.54,0,0,0.0,0.0
2025-11-04 20:41:12.906274,WBWF,PREDICTION,1.44,193,23.92,1014,31,1.189,1.99,0,0,0.0,0.0
2025-11-04 20:41:18.757494,WBWF,PREDICTION,1.44,193,23.92,1014,31,1.189,1.99,0,0,0.0,0.0
2025-11-04 20:41:23.751680,WBWF,PREDICTION,1.05,193,23.92,1014,31,1.189,1.45,0,0,0.0,0.0
2025-11-04 20:41:28.761912,WBWF,PREDICTION,1.05,193,23.92,1014,31,1.189,1.45,0,0,0.0,0.0
2025-11-04 20:41:33.755186,WBWF,PREDICTION,1.39,193,23.92,1014,31,1.189,1.92,0,0,0.0,0.0
2025-11-04 20:41:38.758872,WBWF,PREDICTION,1.39,193,23.92,1014,31,1.189,1.92,0,0,0.0,0.0
2025-11-04 20:41:43.749161,WBWF,PREDICTION,1.09,193,23.92,1014,31,1.189,1.5,0,0,0.0,0.0
2025-11-04 20:41:48.759884,WBWF,PREDICTION,1.09,193,23.92,1014,31,1.189,1.5,0,0,0.0,0.0
2025-11-04 20:41:53.750526,WBWF,PREDICTION,1.44,193,23.92,1014,31,1.189,1.99,0,0,0.0,0.0
2025-11-04 20:41:58.754808,WBWF,PREDICTION,1.44,193,23.92,1014,31,1.189,1.99,0,0,0.0,0.0
2025-11-04 20:42:03.748489,WBWF,PREDICTION,0.93,193,23.92,1014,31,1.189,1.28,0,0,0.0,0.0
2025-11-04 20:42:08.757192,WBWF,PREDICTION,0.93,193,23.92,1014,31,1.189,1.28,0,0,0.0,0.0
2025-11-04 20:42:20.838109,GZWF,PREDICTION,1.21,271,23.8,1014,39,1.19,1.68,0,0,0.0,0.0
2025-11-04 20:42:32.918009,ZFWF,PREDICTION,1.1,114,20.2,1016,24,1.207,1.52,0,0,0.0,0.0
2025-11-04 20:42:36.750926,WBWF,PREDICTION,1.27,193,23.92,1014,31,1.189,1.76,0,0,0.0,0.0
2025-11-04 20:42:38.757322,WBWF,PREDICTION,1.27,193,23.92,1014,31,1.189,1.76,0,0,0.0,0.0
2025-11-04 20:42:50.792704,GZWF,PREDICTION,1.19,271,23.8,1014,39,1.19,1.64,0,0,0.0,0.0
2025-11-04 20:43:02.861799,ZFWF,PREDICTION,1.21,114,20.2,1016,24,1.207,1.67,0,0,0.0,0.0
2025-11-04 20:43:36.775259,WBWF,PREDICTION,1.2,193,23.92,1014,31,1.189,1.66,0,0,0.0,0.0
