wind_speed_mps,wind_dir_deg,air_temperature_C,air_pressure_hPa,humidity_percent,air_density_kgm3,wind_speed_hub_mps,turbine_power_kW,farm_power_kW,farm_energy_kWh_10min,farm_energy_MWh_10min,station_id,timestamp,data_source,local_timestamp,hour,day_of_week,time_of_day,wind_power_density,is_valid
1.26,114.0,20.2,1016.0,24.0,1.207,1.74,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:31:36.379455,PREDICTION,2025-11-04 22:31:36.379455+02:00,22.0,Tuesday,Night,1.2072269160000002,True
0.99,193.0,23.92,1014.0,31.0,1.189,1.37,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:31:41.770081,PREDICTION,2025-11-04 22:31:41.770081+02:00,22.0,Tuesday,Night,0.5768427555000001,True
0.92,271.0,23.8,1014.0,39.0,1.19,1.27,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:31:41.889005,PREDICTION,2025-11-04 22:31:41.889005+02:00,22.0,Tuesday,Night,0.46331936,True
1.16,114.0,20.2,1016.0,24.0,1.207,1.6,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:31:41.894403,PREDICTION,2025-11-04 22:31:41.894403+02:00,22.0,Tuesday,Night,0.9420007359999998,True
1.35,193.0,23.92,1014.0,31.0,1.189,1.87,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:31:51.240861,PREDICTION,2025-11-04 22:31:51.240861+02:00,22.0,Tuesday,Night,1.4626929375000004,True
1.25,271.0,23.8,1014.0,39.0,1.19,1.72,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:31:51.362123,PREDICTION,2025-11-04 22:31:51.362123+02:00,22.0,Tuesday,Night,1.162109375,True
0.83,114.0,20.2,1016.0,24.0,1.207,1.15,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:31:51.367468,PREDICTION,2025-11-04 22:31:51.367468+02:00,22.0,Tuesday,Night,0.3450734545,True
1.35,193.0,23.92,1014.0,31.0,1.189,1.87,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:31:56.763943,PREDICTION,2025-11-04 22:31:56.763943+02:00,22.0,Tuesday,Night,1.4626929375000004,True
1.25,271.0,23.8,1014.0,39.0,1.19,1.72,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:31:56.879985,PREDICTION,2025-11-04 22:31:56.879985+02:00,22.0,Tuesday,Night,1.162109375,True
0.83,114.0,20.2,1016.0,24.0,1.207,1.15,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:31:56.884090,PREDICTION,2025-11-04 22:31:56.884090+02:00,22.0,Tuesday,Night,0.3450734545,True
1.01,193.0,23.92,1014.0,31.0,1.189,1.4,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:32:06.769694,PREDICTION,2025-11-04 22:32:06.769694+02:00,22.0,Tuesday,Night,0.6125139445000001,True
1.06,271.0,23.8,1014.0,39.0,1.19,1.47,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:32:06.889214,PREDICTION,2025-11-04 22:32:06.889214+02:00,22.0,Tuesday,Night,0.7086545200000001,True
0.96,114.0,20.2,1016.0,24.0,1.207,1.33,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:32:06.893147,PREDICTION,2025-11-04 22:32:06.893147+02:00,22.0,Tuesday,Night,0.5339381759999999,True
0.92,193.0,23.92,1014.0,31.0,1.189,1.27,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:32:16.765462,PREDICTION,2025-11-04 22:32:16.765462+02:00,22.0,Tuesday,Night,0.46293001600000006,True
1.02,271.0,23.8,1014.0,39.0,1.19,1.4,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:32:16.885149,PREDICTION,2025-11-04 22:32:16.885149+02:00,22.0,Tuesday,Night,0.6314187600000001,True
1.09,114.0,20.2,1016.0,24.0,1.207,1.51,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:32:16.889267,PREDICTION,2025-11-04 22:32:16.889267+02:00,22.0,Tuesday,Night,0.7815500015000002,True
1.26,193.0,23.92,1014.0,31.0,1.189,1.74,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:32:21.770866,PREDICTION,2025-11-04 22:32:21.770866+02:00,22.0,Tuesday,Night,1.1892235320000002,True
1.38,271.0,23.8,1014.0,39.0,1.19,1.91,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:32:21.892419,PREDICTION,2025-11-04 22:32:21.892419+02:00,22.0,Tuesday,Night,1.5637028399999997,True
0.72,114.0,20.2,1016.0,24.0,1.207,1.0,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:32:21.897832,PREDICTION,2025-11-04 22:32:21.897832+02:00,22.0,Tuesday,Night,0.225255168,True
1.26,193.0,23.92,1014.0,31.0,1.189,1.74,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:32:26.775545,PREDICTION,2025-11-04 22:32:26.775545+02:00,22.0,Tuesday,Night,1.1892235320000002,True
1.38,271.0,23.8,1014.0,39.0,1.19,1.91,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:32:26.891033,PREDICTION,2025-11-04 22:32:26.891033+02:00,22.0,Tuesday,Night,1.5637028399999997,True
0.72,114.0,20.2,1016.0,24.0,1.207,1.0,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:32:26.896316,PREDICTION,2025-11-04 22:32:26.896316+02:00,22.0,Tuesday,Night,0.225255168,True
0.98,193.0,23.92,1014.0,31.0,1.189,1.35,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:32:36.758289,PREDICTION,2025-11-04 22:32:36.758289+02:00,22.0,Tuesday,Night,0.559538644,True
1.23,271.0,23.8,1014.0,39.0,1.19,1.69,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:32:36.875929,PREDICTION,2025-11-04 22:32:36.875929+02:00,22.0,Tuesday,Night,1.107215865,True
0.98,114.0,20.2,1016.0,24.0,1.207,1.35,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:32:36.879979,PREDICTION,2025-11-04 22:32:36.879979+02:00,22.0,Tuesday,Night,0.568009372,True
1.41,193.0,23.92,1014.0,31.0,1.189,1.95,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:32:41.775651,PREDICTION,2025-11-04 22:32:41.775651+02:00,22.0,Tuesday,Night,1.6665148845,True
0.93,271.0,23.8,1014.0,39.0,1.19,1.28,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:32:41.894070,PREDICTION,2025-11-04 22:32:41.894070+02:00,22.0,Tuesday,Night,0.47859241500000005,True
0.89,114.0,20.2,1016.0,24.0,1.207,1.23,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:32:41.898519,PREDICTION,2025-11-04 22:32:41.898519+02:00,22.0,Tuesday,Night,0.4254487915000001,True
1.19,193.0,23.92,1014.0,31.0,1.189,1.64,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:32:51.765851,PREDICTION,2025-11-04 22:32:51.765851+02:00,22.0,Tuesday,Night,1.0018270255,True
1.23,271.0,23.8,1014.0,39.0,1.19,1.69,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:32:51.884369,PREDICTION,2025-11-04 22:32:51.884369+02:00,22.0,Tuesday,Night,1.107215865,True
1.23,114.0,20.2,1016.0,24.0,1.207,1.7,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:32:51.889817,PREDICTION,2025-11-04 22:32:51.889817+02:00,22.0,Tuesday,Night,1.1230332345,True
1.19,193.0,23.92,1014.0,31.0,1.189,1.64,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:32:56.769042,PREDICTION,2025-11-04 22:32:56.769042+02:00,22.0,Tuesday,Night,1.0018270255,True
1.23,271.0,23.8,1014.0,39.0,1.19,1.69,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:32:56.890226,PREDICTION,2025-11-04 22:32:56.890226+02:00,22.0,Tuesday,Night,1.107215865,True
1.23,114.0,20.2,1016.0,24.0,1.207,1.7,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:32:56.894575,PREDICTION,2025-11-04 22:32:56.894575+02:00,22.0,Tuesday,Night,1.1230332345,True
0.85,193.0,23.92,1014.0,31.0,1.189,1.18,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:33:01.771909,PREDICTION,2025-11-04 22:33:01.771909+02:00,22.0,Tuesday,Night,0.3650973125,True
1.44,271.0,23.8,1014.0,39.0,1.19,1.98,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:33:01.900504,PREDICTION,2025-11-04 22:33:01.900504+02:00,22.0,Tuesday,Night,1.7766604799999999,True
1.24,114.0,20.2,1016.0,24.0,1.207,1.72,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:33:01.905262,PREDICTION,2025-11-04 22:33:01.905262+02:00,22.0,Tuesday,Night,1.150647584,True
1.42,193.0,23.92,1014.0,31.0,1.189,1.96,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:33:11.771928,PREDICTION,2025-11-04 22:33:11.771928+02:00,22.0,Tuesday,Night,1.7022247159999997,True
1.12,271.0,23.8,1014.0,39.0,1.19,1.54,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:33:11.896919,PREDICTION,2025-11-04 22:33:11.896919+02:00,22.0,Tuesday,Night,0.8359321600000001,True
1.07,114.0,20.2,1016.0,24.0,1.207,1.47,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:33:11.902007,PREDICTION,2025-11-04 22:33:11.902007+02:00,22.0,Tuesday,Night,0.7393134505000001,True
1.39,193.0,23.92,1014.0,31.0,1.189,1.91,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:33:21.769658,PREDICTION,2025-11-04 22:33:21.769658+02:00,22.0,Tuesday,Night,1.5966004954999997,True
1.44,271.0,23.8,1014.0,39.0,1.19,1.99,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:33:21.910272,PREDICTION,2025-11-04 22:33:21.910272+02:00,22.0,Tuesday,Night,1.7766604799999999,True
1.04,114.0,20.2,1016.0,24.0,1.207,1.44,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:33:21.915448,PREDICTION,2025-11-04 22:33:21.915448+02:00,22.0,Tuesday,Night,0.6788554240000001,True
0.9,193.0,23.92,1014.0,31.0,1.189,1.24,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:33:31.760708,PREDICTION,2025-11-04 22:33:31.760708+02:00,22.0,Tuesday,Night,0.43339050000000007,True
1.24,271.0,23.8,1014.0,39.0,1.19,1.71,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:33:31.885618,PREDICTION,2025-11-04 22:33:31.885618+02:00,22.0,Tuesday,Night,1.1344412799999999,True
0.73,114.0,20.2,1016.0,24.0,1.207,1.01,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:33:31.910676,PREDICTION,2025-11-04 22:33:31.910676+02:00,22.0,Tuesday,Night,0.23477175949999998,True
0.9,193.0,23.92,1014.0,31.0,1.189,1.24,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:33:36.767338,PREDICTION,2025-11-04 22:33:36.767338+02:00,22.0,Tuesday,Night,0.43339050000000007,True
1.24,271.0,23.8,1014.0,39.0,1.19,1.71,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:33:36.882954,PREDICTION,2025-11-04 22:33:36.882954+02:00,22.0,Tuesday,Night,1.1344412799999999,True
0.73,114.0,20.2,1016.0,24.0,1.207,1.01,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:33:36.887475,PREDICTION,2025-11-04 22:33:36.887475+02:00,22.0,Tuesday,Night,0.23477175949999998,True
0.86,193.0,23.92,1014.0,31.0,1.189,1.19,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:33:46.764388,PREDICTION,2025-11-04 22:33:46.764388+02:00,22.0,Tuesday,Night,0.378135292,True
0.91,271.0,23.8,1014.0,39.0,1.19,1.26,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:33:46.884230,PREDICTION,2025-11-04 22:33:46.884230+02:00,22.0,Tuesday,Night,0.448374745,True
0.88,114.0,20.2,1016.0,24.0,1.207,1.22,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:33:46.888727,PREDICTION,2025-11-04 22:33:46.888727+02:00,22.0,Tuesday,Night,0.411268352,True
1.18,193.0,23.92,1014.0,31.0,1.189,1.63,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:33:51.774328,PREDICTION,2025-11-04 22:33:51.774328+02:00,22.0,Tuesday,Night,0.976782524,True
0.98,271.0,23.8,1014.0,39.0,1.19,1.35,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:33:51.889929,PREDICTION,2025-11-04 22:33:51.889929+02:00,22.0,Tuesday,Night,0.56000924,True
1.12,114.0,20.2,1016.0,24.0,1.207,1.55,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:33:51.893437,PREDICTION,2025-11-04 22:33:51.893437+02:00,22.0,Tuesday,Night,0.8478740480000003,True
0.93,193.0,23.92,1014.0,31.0,1.189,1.28,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:34:01.773291,PREDICTION,2025-11-04 22:34:01.773291+02:00,22.0,Tuesday,Night,0.4781902365000001,True
1.4,271.0,23.8,1014.0,39.0,1.19,1.93,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:34:01.892144,PREDICTION,2025-11-04 22:34:01.892144+02:00,22.0,Tuesday,Night,1.6326799999999995,True
1.0,114.0,20.2,1016.0,24.0,1.207,1.38,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:34:01.896525,PREDICTION,2025-11-04 22:34:01.896525+02:00,22.0,Tuesday,Night,0.6035,True
1.06,193.0,23.92,1014.0,31.0,1.189,1.46,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:34:11.771826,PREDICTION,2025-11-04 22:34:11.771826+02:00,22.0,Tuesday,Night,0.7080590120000001,True
1.37,271.0,23.8,1014.0,39.0,1.19,1.89,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:34:11.894706,PREDICTION,2025-11-04 22:34:11.894706+02:00,22.0,Tuesday,Night,1.5299550350000004,True
0.79,114.0,20.2,1016.0,24.0,1.207,1.1,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:34:11.898758,PREDICTION,2025-11-04 22:34:11.898758+02:00,22.0,Tuesday,Night,0.29754903650000003,True
1.35,193.0,23.92,1014.0,31.0,1.189,1.86,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:34:21.767205,PREDICTION,2025-11-04 22:34:21.767205+02:00,22.0,Tuesday,Night,1.4626929375000004,True
1.3,271.0,23.8,1014.0,39.0,1.19,1.8,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:34:21.885224,PREDICTION,2025-11-04 22:34:21.885224+02:00,22.0,Tuesday,Night,1.307215,True
1.01,114.0,20.2,1016.0,24.0,1.207,1.39,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:34:21.890204,PREDICTION,2025-11-04 22:34:21.890204+02:00,22.0,Tuesday,Night,0.6217866535000001,True
1.35,193.0,23.92,1014.0,31.0,1.189,1.86,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:34:26.771985,PREDICTION,2025-11-04 22:34:26.771985+02:00,22.0,Tuesday,Night,1.4626929375000004,True
1.3,271.0,23.8,1014.0,39.0,1.19,1.8,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:34:26.916496,PREDICTION,2025-11-04 22:34:26.916496+02:00,22.0,Tuesday,Night,1.307215,True
1.01,114.0,20.2,1016.0,24.0,1.207,1.39,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:34:26.921570,PREDICTION,2025-11-04 22:34:26.921570+02:00,22.0,Tuesday,Night,0.6217866535000001,True
1.16,193.0,23.92,1014.0,31.0,1.189,1.6,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:34:36.762316,PREDICTION,2025-11-04 22:34:36.762316+02:00,22.0,Tuesday,Night,0.9279526719999999,True
1.18,271.0,23.8,1014.0,39.0,1.19,1.64,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:34:36.879744,PREDICTION,2025-11-04 22:34:36.879744+02:00,22.0,Tuesday,Night,0.9776040399999999,True
0.9,114.0,20.2,1016.0,24.0,1.207,1.25,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:34:36.884762,PREDICTION,2025-11-04 22:34:36.884762+02:00,22.0,Tuesday,Night,0.4399515000000001,True
1.15,193.0,23.92,1014.0,31.0,1.189,1.59,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:35:00.176477,API,2025-11-04 22:35:00.176477+02:00,22.0,Tuesday,Night,0.9041601874999999,True
1.19,271.0,23.8,1014.0,39.0,1.19,1.64,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:35:00.441172,API,2025-11-04 22:35:00.441172+02:00,22.0,Tuesday,Night,1.002669605,True
1.0,114.0,20.2,1016.0,24.0,1.207,1.38,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:35:00.653573,API,2025-11-04 22:35:00.653573+02:00,22.0,Tuesday,Night,0.6035,True
1.07,193.0,23.92,1014.0,31.0,1.189,1.47,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:35:00.662621,PREDICTION,2025-11-04 22:35:00.662621+02:00,22.0,Tuesday,Night,0.7282880635000001,True
1.27,271.0,23.8,1014.0,39.0,1.19,1.75,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:35:00.668822,PREDICTION,2025-11-04 22:35:00.668822+02:00,22.0,Tuesday,Night,1.218787885,True
1.1,114.0,20.2,1016.0,24.0,1.207,1.51,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:35:00.675073,PREDICTION,2025-11-04 22:35:00.675073+02:00,22.0,Tuesday,Night,0.8032585000000003,True
1.07,193.0,23.92,1014.0,31.0,1.189,1.47,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:35:07.870015,PREDICTION,2025-11-04 22:35:07.870015+02:00,22.0,Tuesday,Night,0.7282880635000001,True
1.27,271.0,23.8,1014.0,39.0,1.19,1.75,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:35:07.984321,PREDICTION,2025-11-04 22:35:07.984321+02:00,22.0,Tuesday,Night,1.218787885,True
1.1,114.0,20.2,1016.0,24.0,1.207,1.51,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:35:07.989385,PREDICTION,2025-11-04 22:35:07.989385+02:00,22.0,Tuesday,Night,0.8032585000000003,True
1.17,193.0,23.92,1014.0,31.0,1.189,1.62,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:35:17.867318,PREDICTION,2025-11-04 22:35:17.867318+02:00,22.0,Tuesday,Night,0.9521589284999998,True
1.15,271.0,23.8,1014.0,39.0,1.19,1.58,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:35:17.981454,PREDICTION,2025-11-04 22:35:17.981454+02:00,22.0,Tuesday,Night,0.9049206249999998,True
1.25,114.0,20.2,1016.0,24.0,1.207,1.72,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:35:17.985599,PREDICTION,2025-11-04 22:35:17.985599+02:00,22.0,Tuesday,Night,1.1787109375,True
0.88,193.0,23.92,1014.0,31.0,1.189,1.22,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:35:22.877541,PREDICTION,2025-11-04 22:35:22.877541+02:00,22.0,Tuesday,Night,0.405135104,True
1.34,271.0,23.8,1014.0,39.0,1.19,1.86,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:35:22.988760,PREDICTION,2025-11-04 22:35:22.988760+02:00,22.0,Tuesday,Night,1.4316318800000003,True
0.9,114.0,20.2,1016.0,24.0,1.207,1.25,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:35:22.993484,PREDICTION,2025-11-04 22:35:22.993484+02:00,22.0,Tuesday,Night,0.4399515000000001,True
0.88,193.0,23.92,1014.0,31.0,1.189,1.22,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:35:27.880497,PREDICTION,2025-11-04 22:35:27.880497+02:00,22.0,Tuesday,Night,0.405135104,True
1.34,271.0,23.8,1014.0,39.0,1.19,1.86,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:35:28.008827,PREDICTION,2025-11-04 22:35:28.008827+02:00,22.0,Tuesday,Night,1.4316318800000003,True
0.9,114.0,20.2,1016.0,24.0,1.207,1.25,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:35:28.013209,PREDICTION,2025-11-04 22:35:28.013209+02:00,22.0,Tuesday,Night,0.4399515000000001,True
1.27,193.0,23.92,1014.0,31.0,1.189,1.76,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:35:38.762072,PREDICTION,2025-11-04 22:35:38.762072+02:00,22.0,Tuesday,Night,1.2177636935000002,True
1.13,271.0,23.8,1014.0,39.0,1.19,1.56,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:35:38.880945,PREDICTION,2025-11-04 22:35:38.880945+02:00,22.0,Tuesday,Night,0.8585237149999998,True
1.1,114.0,20.2,1016.0,24.0,1.207,1.52,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:35:38.885655,PREDICTION,2025-11-04 22:35:38.885655+02:00,22.0,Tuesday,Night,0.8032585000000003,True
1.06,193.0,23.92,1014.0,31.0,1.189,1.46,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:35:48.772808,PREDICTION,2025-11-04 22:35:48.772808+02:00,22.0,Tuesday,Night,0.7080590120000001,True
1.27,271.0,23.8,1014.0,39.0,1.19,1.75,0.0,0.0,0.0,0.0,GZWF,2025-11-04 20:35:48.881685,PREDICTION,2025-11-04 22:35:48.881685+02:00,22.0,Tuesday,Night,1.218787885,True
0.77,114.0,20.2,1016.0,24.0,1.207,1.07,0.0,0.0,0.0,0.0,ZFWF,2025-11-04 20:35:48.885179,PREDICTION,2025-11-04 22:35:48.885179+02:00,22.0,Tuesday,Night,0.2755176655,True
1.09,193.0,23.92,1014.0,31.0,1.189,1.5,0.0,0.0,0.0,0.0,WBWF,2025-11-04 20:35:58.764496,PREDICTION,2025-11-04 22:35:58.764496+02:00,22.0,Tuesday,Night,0.7698947405000002,True
