timestamp,station_id,data_source,wind_speed_mps,wind_dir_deg,air_temperature_C,air_pressure_hPa,humidity_percent,air_density_kgm3,wind_speed_hub_mps,turbine_power_kW,farm_power_kW,farm_energy_kWh_10min,farm_energy_MWh_10min
2025-10-23 16:36:23.731067,WBWF,PREDICTION,1.53,294,24.62,1013,38,1.185,2.11,0,0,0.0,0.0
2025-10-23 16:36:23.733646,WBWF,PREDICTION,1.53,294,24.62,1013,38,1.185,2.11,0,0,0.0,0.0
2025-10-23 16:36:25.769895,GZWF,PREDICTION,1.5,262,25.89,1013,21,1.18,2.07,0,0,0.0,0.0
2025-10-23 16:36:25.795166,GZWF,PREDICTION,1.5,262,25.89,1013,21,1.18,2.07,0,0,0.0,0.0
2025-10-23 16:36:25.847015,ZFWF,PREDICTION,2.24,231,22.48,1015,32,1.196,3.1,37.52,1876.18,312.696,0.312696
2025-10-23 16:36:25.872810,ZFWF,PREDICTION,2.24,231,22.48,1015,32,1.196,3.1,37.52,1876.18,312.696,0.312696
2025-10-23 16:36:28.729603,WBWF,PREDICTION,1.53,294,24.62,1013,38,1.185,2.11,0,0,0.0,0.0
2025-10-23 16:36:30.094155,GZWF,PREDICTION,1.5,262,25.89,1013,21,1.18,2.07,0,0,0.0,0.0
2025-10-23 16:36:30.186056,ZFWF,PREDICTION,1.91,231,22.48,1015,32,1.196,2.64,0,0,0.0,0.0
2025-10-23 16:36:33.032273,WBWF,PREDICTION,1.28,294,24.62,1013,38,1.185,1.77,0,0,0.0,0.0
2025-10-23 16:36:34.808540,GZWF,PREDICTION,1.5,262,25.89,1013,21,1.18,2.07,0,0,0.0,0.0
2025-10-23 16:36:34.891376,ZFWF,PREDICTION,1.91,231,22.48,1015,32,1.196,2.64,0,0,0.0,0.0
2025-10-23 16:36:43.023913,WBWF,PREDICTION,1.37,294,24.62,1013,38,1.185,1.88,0,0,0.0,0.0
2025-10-23 16:36:44.787696,GZWF,PREDICTION,1.64,262,25.89,1013,21,1.18,2.26,0,0,0.0,0.0
2025-10-23 16:36:44.866532,ZFWF,PREDICTION,1.92,231,22.48,1015,32,1.196,2.66,0,0,0.0,0.0
2025-10-23 16:36:53.025118,WBWF,PREDICTION,1.45,294,24.62,1013,38,1.185,2.0,0,0,0.0,0.0
2025-10-23 16:36:54.689867,GZWF,PREDICTION,1.53,262,25.89,1013,21,1.18,2.11,0,0,0.0,0.0
2025-10-23 16:36:54.767694,ZFWF,PREDICTION,1.84,231,22.48,1015,32,1.196,2.55,0,0,0.0,0.0
2025-10-23 16:36:58.039195,WBWF,PREDICTION,1.45,294,24.62,1013,38,1.185,2.0,0,0,0.0,0.0
2025-10-23 16:36:59.798141,GZWF,PREDICTION,1.53,262,25.89,1013,21,1.18,2.11,0,0,0.0,0.0
2025-10-23 16:36:59.876519,ZFWF,PREDICTION,1.84,231,22.48,1015,32,1.196,2.55,0,0,0.0,0.0
2025-10-23 16:37:08.032755,WBWF,PREDICTION,1.66,294,24.62,1013,38,1.185,2.3,0,0,0.0,0.0
2025-10-23 16:37:09.713061,GZWF,PREDICTION,1.85,262,25.89,1013,21,1.18,2.56,0,0,0.0,0.0
2025-10-23 16:37:09.790479,ZFWF,PREDICTION,1.87,231,22.48,1015,32,1.196,2.58,0,0,0.0,0.0
2025-10-23 16:37:18.717460,WBWF,PREDICTION,1.28,294,24.62,1013,38,1.185,1.77,0,0,0.0,0.0
2025-10-23 16:37:20.274472,GZWF,PREDICTION,1.57,262,25.89,1013,21,1.18,2.16,0,0,0.0,0.0
2025-10-23 16:37:20.346902,ZFWF,PREDICTION,1.82,231,22.48,1015,32,1.196,2.51,0,0,0.0,0.0
2025-10-23 16:37:23.734299,WBWF,PREDICTION,1.24,294,24.62,1013,38,1.185,1.72,0,0,0.0,0.0
2025-10-23 16:37:23.768963,WBWF,PREDICTION,1.24,294,24.62,1013,38,1.185,1.72,0,0,0.0,0.0
2025-10-23 16:37:25.217615,GZWF,PREDICTION,1.57,262,25.89,1013,21,1.18,2.16,0,0,0.0,0.0
2025-10-23 16:37:25.247941,GZWF,PREDICTION,1.57,262,25.89,1013,21,1.18,2.16,0,0,0.0,0.0
2025-10-23 16:37:25.291081,ZFWF,PREDICTION,1.82,231,22.48,1015,32,1.196,2.51,0,0,0.0,0.0
2025-10-23 16:37:25.319656,ZFWF,PREDICTION,1.82,231,22.48,1015,32,1.196,2.51,0,0,0.0,0.0
2025-10-23 16:37:33.725839,WBWF,PREDICTION,1.19,294,24.62,1013,38,1.185,1.65,0,0,0.0,0.0
2025-10-23 16:37:35.068995,GZWF,PREDICTION,1.55,262,25.89,1013,21,1.18,2.13,0,0,0.0,0.0
2025-10-23 16:37:35.147906,ZFWF,PREDICTION,1.88,231,22.48,1015,32,1.196,2.59,0,0,0.0,0.0
2025-10-23 16:37:38.728568,WBWF,PREDICTION,1.19,294,24.62,1013,38,1.185,1.65,0,0,0.0,0.0
2025-10-23 16:37:40.220859,GZWF,PREDICTION,1.37,262,25.89,1013,21,1.18,1.89,0,0,0.0,0.0
2025-10-23 16:37:40.293708,ZFWF,PREDICTION,2.15,231,22.48,1015,32,1.196,2.97,0,0,0.0,0.0
2025-10-23 16:37:48.723843,WBWF,PREDICTION,1.56,294,24.62,1013,38,1.185,2.15,0,0,0.0,0.0
2025-10-23 16:37:50.300620,GZWF,PREDICTION,1.69,262,25.89,1013,21,1.18,2.33,0,0,0.0,0.0
2025-10-23 16:37:50.375948,ZFWF,PREDICTION,2.22,231,22.48,1015,32,1.196,3.06,36.2,1810.15,301.691,0.301691
2025-10-23 16:37:53.726387,WBWF,PREDICTION,1.61,294,24.62,1013,38,1.185,2.22,0,0,0.0,0.0
2025-10-23 16:37:55.229271,GZWF,PREDICTION,1.69,262,25.89,1013,21,1.18,2.33,0,0,0.0,0.0
2025-10-23 16:37:55.301673,ZFWF,PREDICTION,2.22,231,22.48,1015,32,1.196,3.06,36.2,1810.15,301.691,0.301691
2025-10-23 16:38:03.720998,WBWF,PREDICTION,1.6,294,24.62,1013,38,1.185,2.21,0,0,0.0,0.0
2025-10-23 16:38:05.216603,GZWF,PREDICTION,1.78,262,25.89,1013,21,1.18,2.45,0,0,0.0,0.0
2025-10-23 16:38:05.303498,ZFWF,PREDICTION,2.14,231,22.48,1015,32,1.196,2.96,0,0,0.0,0.0
2025-10-23 16:38:13.723563,WBWF,PREDICTION,1.68,294,24.62,1013,38,1.185,2.32,0,0,0.0,0.0
2025-10-23 16:38:15.201061,GZWF,PREDICTION,1.75,262,25.89,1013,21,1.18,2.42,0,0,0.0,0.0
2025-10-23 16:38:15.278563,ZFWF,PREDICTION,1.82,231,22.48,1015,32,1.196,2.51,0,0,0.0,0.0
2025-10-23 16:38:23.724036,WBWF,PREDICTION,1.27,294,24.62,1013,38,1.185,1.75,0,0,0.0,0.0
2025-10-23 16:38:23.775445,WBWF,PREDICTION,1.27,294,24.62,1013,38,1.185,1.75,0,0,0.0,0.0
2025-10-23 16:38:25.372342,GZWF,PREDICTION,1.42,262,25.89,1013,21,1.18,1.95,0,0,0.0,0.0
2025-10-23 16:38:25.409298,GZWF,PREDICTION,1.42,262,25.89,1013,21,1.18,1.95,0,0,0.0,0.0
2025-10-23 16:38:25.444313,ZFWF,PREDICTION,2.28,231,22.48,1015,32,1.196,3.15,39.5,1974.95,329.158,0.329158
2025-10-23 16:38:25.488481,ZFWF,PREDICTION,2.28,231,22.48,1015,32,1.196,3.15,39.5,1974.95,329.158,0.329158
2025-10-23 16:40:18.758577,WBWF,API,1.44,294,24.62,1013,38,1.185,1.99,0,0,0.0,0.0
2025-10-23 16:40:18.899171,GZWF,API,1.6,262,25.89,1013,21,1.18,2.21,0,0,0.0,0.0
2025-10-23 16:40:19.074258,ZFWF,API,2.06,231,22.48,1015,32,1.196,2.84,0,0,0.0,0.0
2025-10-23 16:40:19.081475,WBWF,PREDICTION,1.3,294,24.62,1013,38,1.185,1.8,0,0,0.0,0.0
2025-10-23 16:40:19.084451,GZWF,PREDICTION,1.34,262,25.89,1013,21,1.18,1.85,0,0,0.0,0.0
2025-10-23 16:40:19.088056,ZFWF,PREDICTION,2.09,231,22.48,1015,32,1.196,2.88,0,0,0.0,0.0
2025-10-23 16:40:20.908106,WBWF,API,1.44,294,24.62,1013,38,1.185,1.99,0,0,0.0,0.0
2025-10-23 16:40:20.911673,WBWF,API,1.44,294,24.62,1013,38,1.185,1.99,0,0,0.0,0.0
2025-10-23 16:40:21.065444,GZWF,API,1.6,262,25.89,1013,21,1.18,2.21,0,0,0.0,0.0
2025-10-23 16:40:21.081214,GZWF,API,1.6,262,25.89,1013,21,1.18,2.21,0,0,0.0,0.0
2025-10-23 16:40:21.220715,ZFWF,API,2.06,231,22.48,1015,32,1.196,2.84,0,0,0.0,0.0
2025-10-23 16:40:21.227989,WBWF,PREDICTION,1.15,294,24.62,1013,38,1.185,1.59,0,0,0.0,0.0
2025-10-23 16:40:21.231880,GZWF,PREDICTION,1.4,262,25.89,1013,21,1.18,1.93,0,0,0.0,0.0
2025-10-23 16:40:21.238382,ZFWF,PREDICTION,1.84,231,22.48,1015,32,1.196,2.55,0,0,0.0,0.0
2025-10-23 16:40:21.234445,ZFWF,API,2.06,231,22.48,1015,32,1.196,2.84,0,0,0.0,0.0
2025-10-23 16:40:21.245511,WBWF,PREDICTION,1.15,294,24.62,1013,38,1.185,1.59,0,0,0.0,0.0
2025-10-23 16:40:21.324576,GZWF,PREDICTION,1.4,262,25.89,1013,21,1.18,1.93,0,0,0.0,0.0
2025-10-23 16:40:21.395611,ZFWF,PREDICTION,1.84,231,22.48,1015,32,1.196,2.55,0,0,0.0,0.0
2025-10-23 16:40:27.679936,WBWF,PREDICTION,1.15,294,24.62,1013,38,1.185,1.59,0,0,0.0,0.0
2025-10-23 16:40:27.681875,GZWF,PREDICTION,1.4,262,25.89,1013,21,1.18,1.93,0,0,0.0,0.0
2025-10-23 16:40:27.684517,ZFWF,PREDICTION,1.84,231,22.48,1015,32,1.196,2.55,0,0,0.0,0.0
2025-10-23 16:40:29.595407,WBWF,PREDICTION,1.15,294,24.62,1013,38,1.185,1.59,0,0,0.0,0.0
2025-10-23 16:40:29.597641,GZWF,PREDICTION,1.4,262,25.89,1013,21,1.18,1.93,0,0,0.0,0.0
2025-10-23 16:40:29.600317,ZFWF,PREDICTION,1.84,231,22.48,1015,32,1.196,2.55,0,0,0.0,0.0
2025-10-23 16:40:30.043742,WBWF,PREDICTION,1.47,294,24.62,1013,38,1.185,2.03,0,0,0.0,0.0
2025-10-23 16:40:30.055931,GZWF,PREDICTION,1.48,262,25.89,1013,21,1.18,2.05,0,0,0.0,0.0
2025-10-23 16:40:30.062357,ZFWF,PREDICTION,2.14,231,22.48,1015,32,1.196,2.96,0,0,0.0,0.0
2025-10-23 16:40:35.556558,WBWF,PREDICTION,1.47,294,24.62,1013,38,1.185,2.03,0,0,0.0,0.0
2025-10-23 16:40:35.558569,GZWF,PREDICTION,1.48,262,25.89,1013,21,1.18,2.05,0,0,0.0,0.0
2025-10-23 16:40:35.560551,ZFWF,PREDICTION,2.14,231,22.48,1015,32,1.196,2.96,0,0,0.0,0.0
2025-10-23 16:40:37.795053,WBWF,PREDICTION,1.47,294,24.62,1013,38,1.185,2.03,0,0,0.0,0.0
2025-10-23 16:40:37.797841,GZWF,PREDICTION,1.48,262,25.89,1013,21,1.18,2.05,0,0,0.0,0.0
2025-10-23 16:40:37.801091,ZFWF,PREDICTION,2.14,231,22.48,1015,32,1.196,2.96,0,0,0.0,0.0
2025-10-23 16:40:38.312358,WBWF,PREDICTION,1.47,294,24.62,1013,38,1.185,2.03,0,0,0.0,0.0
2025-10-23 16:40:38.412573,GZWF,PREDICTION,1.48,262,25.89,1013,21,1.18,2.05,0,0,0.0,0.0
2025-10-23 16:40:38.438255,ZFWF,PREDICTION,2.14,231,22.48,1015,32,1.196,2.96,0,0,0.0,0.0
2025-10-23 16:40:43.352943,WBWF,PREDICTION,1.68,294,24.62,1013,38,1.185,2.32,0,0,0.0,0.0
2025-10-23 16:40:43.356424,GZWF,PREDICTION,1.61,262,25.89,1013,21,1.18,2.22,0,0,0.0,0.0
2025-10-23 16:40:43.360517,ZFWF,PREDICTION,2.03,231,22.48,1015,32,1.196,2.8,0,0,0.0,0.0
2025-10-23 16:40:45.652206,WBWF,PREDICTION,1.68,294,24.62,1013,38,1.185,2.32,0,0,0.0,0.0
2025-10-23 16:40:45.655563,GZWF,PREDICTION,1.61,262,25.89,1013,21,1.18,2.22,0,0,0.0,0.0
2025-10-23 16:40:45.659364,ZFWF,PREDICTION,2.03,231,22.48,1015,32,1.196,2.8,0,0,0.0,0.0
2025-10-23 16:40:46.302293,WBWF,PREDICTION,1.68,294,24.62,1013,38,1.185,2.32,0,0,0.0,0.0
2025-10-23 16:40:46.335073,GZWF,PREDICTION,1.61,262,25.89,1013,21,1.18,2.22,0,0,0.0,0.0
2025-10-23 16:40:46.365482,ZFWF,PREDICTION,2.03,231,22.48,1015,32,1.196,2.8,0,0,0.0,0.0
2025-10-23 16:40:51.165998,WBWF,PREDICTION,1.16,294,24.62,1013,38,1.185,1.6,0,0,0.0,0.0
2025-10-23 16:40:51.170280,GZWF,PREDICTION,1.52,262,25.89,1013,21,1.18,2.1,0,0,0.0,0.0
2025-10-23 16:40:51.172904,ZFWF,PREDICTION,1.93,231,22.48,1015,32,1.196,2.67,0,0,0.0,0.0
2025-10-23 16:40:53.676357,WBWF,PREDICTION,1.16,294,24.62,1013,38,1.185,1.6,0,0,0.0,0.0
2025-10-23 16:40:53.678304,GZWF,PREDICTION,1.52,262,25.89,1013,21,1.18,2.1,0,0,0.0,0.0
2025-10-23 16:40:53.681327,ZFWF,PREDICTION,1.93,231,22.48,1015,32,1.196,2.67,0,0,0.0,0.0
2025-10-23 16:40:54.161527,WBWF,PREDICTION,1.16,294,24.62,1013,38,1.185,1.6,0,0,0.0,0.0
2025-10-23 16:40:54.197190,GZWF,PREDICTION,1.52,262,25.89,1013,21,1.18,2.1,0,0,0.0,0.0
2025-10-23 16:40:54.252195,ZFWF,PREDICTION,1.93,231,22.48,1015,32,1.196,2.67,0,0,0.0,0.0
2025-10-23 16:40:58.996704,WBWF,PREDICTION,1.16,294,24.62,1013,38,1.185,1.6,0,0,0.0,0.0
2025-10-23 16:40:58.999757,GZWF,PREDICTION,1.52,262,25.89,1013,21,1.18,2.1,0,0,0.0,0.0
2025-10-23 16:40:59.003092,ZFWF,PREDICTION,1.93,231,22.48,1015,32,1.196,2.67,0,0,0.0,0.0
2025-10-23 16:41:01.509586,WBWF,PREDICTION,1.68,294,24.62,1013,38,1.185,2.32,0,0,0.0,0.0
2025-10-23 16:41:01.512655,GZWF,PREDICTION,1.88,262,25.89,1013,21,1.18,2.6,0,0,0.0,0.0
2025-10-23 16:41:01.515273,ZFWF,PREDICTION,2.09,231,22.48,1015,32,1.196,2.89,0,0,0.0,0.0
2025-10-23 16:41:01.890219,WBWF,PREDICTION,1.68,294,24.62,1013,38,1.185,2.32,0,0,0.0,0.0
2025-10-23 16:41:01.924996,GZWF,PREDICTION,1.88,262,25.89,1013,21,1.18,2.6,0,0,0.0,0.0
2025-10-23 16:41:01.990354,ZFWF,PREDICTION,2.09,231,22.48,1015,32,1.196,2.89,0,0,0.0,0.0
2025-10-23 16:41:06.807903,WBWF,PREDICTION,1.68,294,24.62,1013,38,1.185,2.32,0,0,0.0,0.0
2025-10-23 16:41:06.810594,GZWF,PREDICTION,1.88,262,25.89,1013,21,1.18,2.6,0,0,0.0,0.0
2025-10-23 16:41:06.813964,ZFWF,PREDICTION,2.09,231,22.48,1015,32,1.196,2.89,0,0,0.0,0.0
2025-10-23 16:41:09.596402,WBWF,PREDICTION,1.68,294,24.62,1013,38,1.185,2.32,0,0,0.0,0.0
2025-10-23 16:41:09.598312,GZWF,PREDICTION,1.88,262,25.89,1013,21,1.18,2.6,0,0,0.0,0.0
2025-10-23 16:41:09.599589,ZFWF,PREDICTION,2.09,231,22.48,1015,32,1.196,2.89,0,0,0.0,0.0
2025-10-23 16:41:09.938896,WBWF,PREDICTION,1.68,294,24.62,1013,38,1.185,2.32,0,0,0.0,0.0
2025-10-23 16:41:10.001862,GZWF,PREDICTION,1.52,262,25.89,1013,21,1.18,2.1,0,0,0.0,0.0
2025-10-23 16:41:10.049950,ZFWF,PREDICTION,2.31,231,22.48,1015,32,1.196,3.19,41.01,2050.62,341.77,0.34177
2025-10-23 16:41:14.574551,WBWF,PREDICTION,1.34,294,24.62,1013,38,1.185,1.85,0,0,0.0,0.0
2025-10-23 16:41:14.576558,GZWF,PREDICTION,1.52,262,25.89,1013,21,1.18,2.1,0,0,0.0,0.0
2025-10-23 16:41:14.578257,ZFWF,PREDICTION,2.31,231,22.48,1015,32,1.196,3.19,41.01,2050.62,341.77,0.34177
2025-10-23 16:41:17.648253,WBWF,PREDICTION,1.34,294,24.62,1013,38,1.185,1.85,0,0,0.0,0.0
2025-10-23 16:41:17.650881,GZWF,PREDICTION,1.52,262,25.89,1013,21,1.18,2.1,0,0,0.0,0.0
2025-10-23 16:41:17.654122,ZFWF,PREDICTION,2.31,231,22.48,1015,32,1.196,3.19,41.01,2050.62,341.77,0.34177
2025-10-23 16:41:18.119788,WBWF,PREDICTION,1.34,294,24.62,1013,38,1.185,1.85,0,0,0.0,0.0
2025-10-23 16:41:18.127449,GZWF,PREDICTION,1.52,262,25.89,1013,21,1.18,2.1,0,0,0.0,0.0
2025-10-23 16:41:18.159651,ZFWF,PREDICTION,2.31,231,22.48,1015,32,1.196,3.19,41.01,2050.62,341.77,0.34177
2025-10-23 16:41:22.265981,WBWF,PREDICTION,1.68,294,24.62,1013,38,1.185,2.31,0,0,0.0,0.0
2025-10-23 16:41:22.268777,GZWF,PREDICTION,1.69,262,25.89,1013,21,1.18,2.34,0,0,0.0,0.0
2025-10-23 16:41:22.272373,ZFWF,PREDICTION,1.82,231,22.48,1015,32,1.196,2.51,0,0,0.0,0.0
2025-10-23 16:41:25.671864,WBWF,PREDICTION,1.68,294,24.62,1013,38,1.185,2.31,0,0,0.0,0.0
2025-10-23 16:41:25.675668,GZWF,PREDICTION,1.69,262,25.89,1013,21,1.18,2.34,0,0,0.0,0.0
2025-10-23 16:41:25.679564,ZFWF,PREDICTION,1.82,231,22.48,1015,32,1.196,2.51,0,0,0.0,0.0
2025-10-23 16:41:26.218560,WBWF,PREDICTION,1.68,294,24.62,1013,38,1.185,2.31,0,0,0.0,0.0
2025-10-23 16:41:26.326279,GZWF,PREDICTION,1.69,262,25.89,1013,21,1.18,2.34,0,0,0.0,0.0
2025-10-23 16:41:26.330269,ZFWF,PREDICTION,1.82,231,22.48,1015,32,1.196,2.51,0,0,0.0,0.0
2025-10-23 16:41:30.065538,WBWF,PREDICTION,1.45,294,24.62,1013,38,1.185,2.0,0,0,0.0,0.0
2025-10-23 16:41:30.068085,GZWF,PREDICTION,1.63,262,25.89,1013,21,1.18,2.25,0,0,0.0,0.0
2025-10-23 16:41:30.071032,ZFWF,PREDICTION,2.23,231,22.48,1015,32,1.196,3.07,36.72,1835.93,305.988,0.305988
2025-10-23 16:41:33.488590,WBWF,PREDICTION,1.45,294,24.62,1013,38,1.185,2.0,0,0,0.0,0.0
2025-10-23 16:41:33.492272,GZWF,PREDICTION,1.63,262,25.89,1013,21,1.18,2.25,0,0,0.0,0.0
2025-10-23 16:41:33.497879,ZFWF,PREDICTION,2.23,231,22.48,1015,32,1.196,3.07,36.72,1835.93,305.988,0.305988
2025-10-23 16:41:34.175399,WBWF,PREDICTION,1.45,294,24.62,1013,38,1.185,2.0,0,0,0.0,0.0
2025-10-23 16:41:34.194606,GZWF,PREDICTION,1.63,262,25.89,1013,21,1.18,2.25,0,0,0.0,0.0
2025-10-23 16:41:34.212405,ZFWF,PREDICTION,2.23,231,22.48,1015,32,1.196,3.07,36.72,1835.93,305.988,0.305988
2025-10-23 16:41:37.831822,WBWF,PREDICTION,1.45,294,24.62,1013,38,1.185,2.0,0,0,0.0,0.0
2025-10-23 16:41:37.834438,GZWF,PREDICTION,1.63,262,25.89,1013,21,1.18,2.25,0,0,0.0,0.0
2025-10-23 16:41:37.838084,ZFWF,PREDICTION,2.23,231,22.48,1015,32,1.196,3.07,36.72,1835.93,305.988,0.305988
2025-10-23 16:41:41.296913,WBWF,PREDICTION,1.64,294,24.62,1013,38,1.185,2.27,0,0,0.0,0.0
2025-10-23 16:41:41.299370,GZWF,PREDICTION,1.72,262,25.89,1013,21,1.18,2.38,0,0,0.0,0.0
2025-10-23 16:41:41.302734,ZFWF,PREDICTION,2.13,231,22.48,1015,32,1.196,2.94,0,0,0.0,0.0
2025-10-23 16:41:41.957393,WBWF,PREDICTION,1.64,294,24.62,1013,38,1.185,2.27,0,0,0.0,0.0
2025-10-23 16:41:41.982952,GZWF,PREDICTION,1.72,262,25.89,1013,21,1.18,2.38,0,0,0.0,0.0
2025-10-23 16:41:41.985306,ZFWF,PREDICTION,2.13,231,22.48,1015,32,1.196,2.94,0,0,0.0,0.0
2025-10-24 07:50:05.793465,WBWF,API,5.98,355,27.86,1016,40,1.176,8.25,698.56,67062.17,11177.028,11.177028
2025-10-24 07:50:07.703699,GZWF,API,1.65,45,28.89,1016,27,1.172,2.28,0,0,0.0,0.0
2025-10-24 07:50:07.952904,ZFWF,API,2.41,8,24.28,1017,37,1.191,3.33,46.32,2316.05,386.008,0.386008
2025-10-24 07:50:08.042905,WBWF,PREDICTION,5.74,355,27.86,1016,40,1.176,7.92,616.62,59195.87,9865.979,9.865979
2025-10-24 07:50:08.140539,GZWF,PREDICTION,1.76,45,28.89,1016,27,1.172,2.43,0,0,0.0,0.0
2025-10-24 07:50:08.228494,ZFWF,PREDICTION,2.26,8,24.28,1017,37,1.191,3.12,38.25,1912.6,318.766,0.318766
2025-10-24 07:50:17.840372,WBWF,PREDICTION,5.93,355,27.86,1016,40,1.176,8.18,679.49,65231.14,10871.856,10.871856
2025-10-24 07:50:19.852457,GZWF,PREDICTION,1.79,45,28.89,1016,27,1.172,2.48,0,0,0.0,0.0
2025-10-24 07:50:19.931792,ZFWF,PREDICTION,2.55,8,24.28,1017,37,1.191,3.52,54.91,2745.57,457.595,0.457595
2025-10-24 07:50:26.974964,WBWF,PREDICTION,5.93,355,27.86,1016,40,1.176,8.18,679.68,65249.05,10874.841,10.874841
2025-10-24 07:50:28.910506,GZWF,PREDICTION,1.94,45,28.89,1016,27,1.172,2.68,0,0,0.0,0.0
2025-10-24 07:50:28.985158,ZFWF,PREDICTION,2.2,8,24.28,1017,37,1.191,3.04,35.33,1766.54,294.423,0.294423
2025-10-24 07:50:31.987141,WBWF,PREDICTION,5.81,355,27.86,1016,40,1.176,8.02,641.22,61557.03,10259.505,10.259505
2025-10-24 07:50:33.983376,GZWF,PREDICTION,1.83,45,28.89,1016,27,1.172,2.53,0,0,0.0,0.0
2025-10-24 07:50:34.058278,ZFWF,PREDICTION,2.5,8,24.28,1017,37,1.191,3.45,51.5,2575.04,429.173,0.429173
2025-10-24 07:50:41.980651,WBWF,PREDICTION,5.7,355,27.86,1016,40,1.176,7.87,604.65,58046.6,9674.433,9.674433
2025-10-24 07:50:44.085562,GZWF,PREDICTION,1.73,45,28.89,1016,27,1.172,2.38,0,0,0.0,0.0
