timestamp,station_id,data_source,temperature_C,panel_temperature_C,solar_irradiance_Wm2,effective_efficiency,power_kW,energy_kWh_10min
2025-10-23 16:27:24.876229+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:27:26.772802+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:27:26.876021+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:27:29.877093+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:27:31.818253+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:27:31.921268+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:27:39.867933+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:27:41.834531+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:27:41.937101+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:27:44.876628+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:27:46.578795+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:27:46.665984+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:27:54.876711+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:27:56.931977+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:27:57.030679+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:27:59.881432+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:28:01.651626+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:28:01.731239+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:28:09.881637+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:28:11.716368+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:28:11.805868+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:28:19.866304+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:28:21.916515+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:28:22.007815+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:28:24.873637+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:28:26.697906+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:28:26.799086+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:28:34.877014+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:28:36.662225+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:28:36.738175+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:28:44.875077+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:28:46.906477+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:28:47.005014+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:28:49.880658+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:28:51.532579+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:28:51.621141+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:28:54.881601+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:28:56.776966+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:28:56.865485+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:29:04.877532+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:29:06.451274+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:29:06.527828+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:29:14.877545+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:29:16.621908+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:29:16.709097+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:29:25.718604+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:29:27.298877+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:29:27.400724+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:29:30.721348+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:29:32.343488+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:29:32.428428+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:29:40.721071+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:29:42.526213+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:29:42.614693+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:29:50.722748+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:29:52.402019+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:29:52.501967+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:29:55.724367+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:29:57.274100+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:29:57.377063+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:30:05.714397+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:30:07.197860+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:30:07.274898+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:30:10.724361+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:30:12.343617+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:30:12.445710+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:30:20.712447+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:30:22.256309+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:30:22.356252+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:30:44.724688+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:30:46.430777+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:30:46.505555+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:30:49.875908+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:30:51.918873+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:30:52.024551+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:30:59.871418+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:31:01.782098+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:31:01.885726+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:31:09.870538+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:31:11.659085+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:31:11.734208+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:31:15.722767+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:31:17.413093+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:31:17.487227+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:31:25.721913+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:31:27.367607+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:31:27.442272+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:31:35.725019+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:31:37.558459+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:31:37.646683+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:31:45.722288+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:31:47.546077+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:31:47.648011+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:31:55.725455+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:31:57.407669+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:31:57.495327+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:32:05.719135+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:32:07.443386+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:32:07.534387+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:32:10.721328+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:32:12.265791+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:32:12.341137+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:32:23.718964+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:32:25.517471+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:32:25.622759+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:32:25.725242+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:32:27.638031+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:32:27.743756+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-23 16:33:23.751506+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:33:25.661140+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:33:25.720876+00:00,BSPP,PREDICTION,33.11,33.11,0,0,0,0
2025-10-23 16:33:27.425906+00:00,KOSPP,PREDICTION,33.45,33.45,0,0,0,0
2025-10-23 16:33:27.498089+00:00,ZFSPP,PREDICTION,26.41,26.41,0,0,0,0
2025-10-24 08:31:39.858373+00:00,BSPP,PREDICTION,33.57,38.08,1033.907115828956,0.173,1066512.03,177752.0
2025-10-24 08:31:41.539550+00:00,KOSPP,PREDICTION,33.36,40.21,1036.330453823769,0.173,129704.55,21617.42
2025-10-24 08:31:41.627424+00:00,ZFSPP,PREDICTION,27.27,34.36,1036.330453823769,0.178,16674.76,2779.13
2025-10-24 08:31:49.250746+00:00,BSPP,PREDICTION,33.57,37.45,1036.330453823769,0.173,1069011.79,178168.63
2025-10-24 08:31:51.166914+00:00,KOSPP,PREDICTION,33.36,39.72,1023.5999970513716,0.173,128111.24,21351.87
2025-10-24 08:31:51.261423+00:00,ZFSPP,PREDICTION,27.27,33.23,1023.5999970513716,0.178,16469.92,2744.99
2025-10-24 08:31:59.248318+00:00,BSPP,PREDICTION,33.57,36.72,1023.5999970513716,0.173,1055879.87,175979.98
2025-10-24 08:32:01.206164+00:00,KOSPP,PREDICTION,33.36,40.11,1010.3193970507339,0.173,126449.07,21074.84
2025-10-24 08:32:01.287371+00:00,ZFSPP,PREDICTION,27.27,30.64,1010.3193970507339,0.178,16256.23,2709.37
2025-10-24 08:32:04.253547+00:00,BSPP,PREDICTION,33.57,41.19,1010.3193970507339,0.173,1042180.46,173696.74
2025-10-24 08:32:06.091011+00:00,KOSPP,PREDICTION,33.36,40.29,1010.3193970507339,0.173,126449.07,21074.84
2025-10-24 08:32:06.167572+00:00,ZFSPP,PREDICTION,27.27,32.46,1010.3193970507339,0.178,16256.23,2709.37
2025-10-24 08:32:14.687617+00:00,BSPP,PREDICTION,33.57,41.52,984.6964993485534,0.173,1015749.52,169291.59
2025-10-24 08:32:16.780294+00:00,KOSPP,PREDICTION,33.36,37.9,984.6964993485534,0.173,123242.17,20540.36
2025-10-24 08:32:16.871275+00:00,ZFSPP,PREDICTION,27.27,33.84,984.6964993485534,0.178,15843.96,2640.66
2025-10-24 08:32:19.836392+00:00,BSPP,PREDICTION,33.57,38.02,984.6964993485534,0.173,1015749.52,169291.59
2025-10-24 08:32:21.798541+00:00,KOSPP,PREDICTION,33.36,40.82,1009.4594817087443,0.173,126341.44,21056.91
2025-10-24 08:32:21.884717+00:00,ZFSPP,PREDICTION,27.27,33.68,1009.4594817087443,0.178,16242.4,2707.07
2025-10-24 08:32:24.842047+00:00,BSPP,PREDICTION,33.57,39.9,1009.4594817087443,0.173,1041293.42,173548.9
2025-10-24 08:32:26.896030+00:00,KOSPP,PREDICTION,33.36,40.63,1009.4594817087443,0.173,126341.44,21056.91
2025-10-24 08:32:26.978267+00:00,ZFSPP,PREDICTION,27.27,32.81,1009.4594817087443,0.178,16242.4,2707.07
2025-10-24 08:32:29.845986+00:00,BSPP,PREDICTION,33.57,40.32,1009.4594817087443,0.173,1041293.42,173548.9
2025-10-24 08:32:31.713672+00:00,KOSPP,PREDICTION,33.36,39.3,1033.3432986521636,0.173,129330.68,21555.11
2025-10-24 08:32:31.792516+00:00,ZFSPP,PREDICTION,27.27,34.2,1033.3432986521636,0.178,16626.69,2771.12
2025-10-24 08:32:39.838207+00:00,BSPP,PREDICTION,33.57,37.48,1033.3432986521636,0.173,1065930.43,177655.07
2025-10-24 08:32:41.750481+00:00,KOSPP,PREDICTION,33.36,38.5,1018.2947569056531,0.173,127447.25,21241.21
2025-10-24 08:32:41.833250+00:00,ZFSPP,PREDICTION,27.27,34.39,1018.2947569056531,0.178,16384.56,2730.76
2025-10-24 08:32:44.839949+00:00,BSPP,PREDICTION,33.57,39.24,1018.2947569056531,0.173,1050407.32,175067.89
2025-10-24 08:32:46.744084+00:00,KOSPP,PREDICTION,33.36,40.21,1018.2947569056531,0.173,127447.25,21241.21
2025-10-24 08:32:46.825476+00:00,ZFSPP,PREDICTION,27.27,33.22,1018.2947569056531,0.178,16384.56,2730.76
2025-10-24 08:32:49.842854+00:00,BSPP,PREDICTION,33.57,38.81,1018.2947569056531,0.173,1050407.32,175067.89
2025-10-24 08:32:51.790429+00:00,KOSPP,PREDICTION,33.36,37.22,1035.4108419855588,0.173,129589.45,21598.24
2025-10-24 08:32:51.867097+00:00,ZFSPP,PREDICTION,27.27,34.31,1035.4108419855588,0.178,16659.96,2776.66
2025-10-24 08:32:54.843353+00:00,BSPP,PREDICTION,33.57,39.95,1035.4108419855588,0.173,1068063.17,178010.53
2025-10-24 08:32:56.954034+00:00,KOSPP,PREDICTION,33.36,37.61,1035.4108419855588,0.173,129589.45,21598.24
2025-10-24 08:32:57.038337+00:00,ZFSPP,PREDICTION,27.27,35.21,1035.4108419855588,0.178,16659.96,2776.66
2025-10-24 08:32:59.843575+00:00,BSPP,PREDICTION,33.57,37.71,1035.4108419855588,0.173,1068063.17,178010.53
2025-10-24 08:33:01.820237+00:00,KOSPP,PREDICTION,33.36,40.4,968.6555348245358,0.173,121234.52,20205.75
2025-10-24 08:33:01.909156+00:00,ZFSPP,PREDICTION,27.27,30.6,968.6555348245358,0.178,15585.85,2597.64
2025-10-24 08:33:09.842060+00:00,BSPP,PREDICTION,33.57,40.13,968.6555348245358,0.173,999202.7,166533.78
2025-10-24 08:33:11.779555+00:00,KOSPP,PREDICTION,33.36,39.19,1005.99002269893,0.173,125907.22,20984.54
2025-10-24 08:33:11.858280+00:00,ZFSPP,PREDICTION,27.27,31.58,1005.99002269893,0.178,16186.57,2697.76
2025-10-24 08:33:21.835777+00:00,BSPP,PREDICTION,33.57,38.32,966.0519624315789,0.173,996517.02,166086.17
2025-10-24 08:33:24.168289+00:00,KOSPP,PREDICTION,33.36,41.04,966.0519624315789,0.173,120908.67,20151.44
2025-10-24 08:33:24.249733+00:00,ZFSPP,PREDICTION,27.27,33.02,966.0519624315789,0.178,15543.96,2590.66
2025-10-24 08:34:21.879044+00:00,BSPP,PREDICTION,33.57,38.71,998.4494091246111,0.173,1029936.14,171656.02
2025-10-24 08:34:24.499800+00:00,KOSPP,PREDICTION,33.36,38.53,998.4494091246111,0.173,124963.45,20827.24
2025-10-24 08:34:24.601960+00:00,ZFSPP,PREDICTION,27.27,31.17,998.4494091246111,0.178,16065.24,2677.54
2025-10-24 08:35:21.883327+00:00,BSPP,PREDICTION,33.57,38.43,1024.2336903237697,0.173,1056533.54,176088.92
2025-10-24 08:35:24.325699+00:00,KOSPP,PREDICTION,33.36,40.58,1024.2336903237697,0.173,128190.55,21365.09
2025-10-24 08:35:24.414764+00:00,ZFSPP,PREDICTION,27.27,34.95,1024.2336903237697,0.178,16480.12,2746.69
2025-10-24 08:36:21.877870+00:00,BSPP,PREDICTION,33.57,37.68,1042.7350127527454,0.173,1075618.32,179269.72
2025-10-24 08:36:24.478871+00:00,KOSPP,PREDICTION,33.36,38.63,1042.7350127527454,0.173,130506.13,21751.02
2025-10-24 08:36:24.582470+00:00,ZFSPP,PREDICTION,27.27,32.65,1042.7350127527454,0.178,16777.81,2796.3
2025-10-24 08:37:21.886649+00:00,BSPP,PREDICTION,33.57,38.07,999.6614697789048,0.173,1031186.42,171864.4
2025-10-24 08:37:24.481898+00:00,KOSPP,PREDICTION,33.36,37.03,999.6614697789048,0.173,125115.15,20852.52
2025-10-24 08:37:24.582410+00:00,ZFSPP,PREDICTION,27.27,32.81,999.6614697789048,0.178,16084.75,2680.79
2025-10-24 08:38:21.875675+00:00,BSPP,PREDICTION,33.57,37.95,1005.3150804796558,0.173,1037018.32,172836.39
2025-10-24 08:38:24.566064+00:00,KOSPP,PREDICTION,33.36,38.05,1005.3150804796558,0.173,125822.74,20970.46
2025-10-24 08:38:24.671748+00:00,ZFSPP,PREDICTION,27.27,32.11,1005.3150804796558,0.178,16175.71,2695.95
2025-10-24 08:39:21.881132+00:00,BSPP,PREDICTION,33.57,41.08,981.0109062690275,0.173,1011947.7,168657.95
2025-10-24 08:39:24.305213+00:00,KOSPP,PREDICTION,33.36,40.14,981.0109062690275,0.173,122780.89,20463.48
2025-10-24 08:39:24.393936+00:00,ZFSPP,PREDICTION,27.27,32.61,981.0109062690275,0.178,15784.65,2630.78
2025-10-24 08:40:21.893130+00:00,BSPP,PREDICTION,33.57,40.09,1002.2574137309348,0.173,1033864.23,172310.71
2025-10-24 08:40:24.292147+00:00,KOSPP,PREDICTION,33.36,41.35,1002.2574137309348,0.173,125440.05,20906.68
2025-10-24 08:40:24.379683+00:00,ZFSPP,PREDICTION,27.27,33.67,1002.2574137309348,0.178,16126.51,2687.75
2025-10-24 08:41:21.882616+00:00,BSPP,PREDICTION,33.57,40.15,998.9284458534271,0.173,1030430.28,171738.38
2025-10-24 08:41:24.425865+00:00,KOSPP,PREDICTION,33.36,40.27,998.9284458534271,0.173,125023.41,20837.23
2025-10-24 08:41:24.526818+00:00,ZFSPP,PREDICTION,27.27,33.9,998.9284458534271,0.178,16072.95,2678.83
2025-10-24 08:42:22.414470+00:00,BSPP,PREDICTION,33.57,36.85,1004.2651303593708,0.173,1035935.26,172655.88
2025-10-24 08:42:24.607998+00:00,KOSPP,PREDICTION,33.36,40.63,1004.2651303593708,0.173,125691.33,20948.56
2025-10-24 08:42:24.686084+00:00,ZFSPP,PREDICTION,27.32,35.08,1004.2651303593708,0.178,16155.15,2692.52
2025-10-24 08:43:21.879301+00:00,BSPP,PREDICTION,33.57,40.66,1032.5687654382236,0.173,1065131.47,177521.91
2025-10-24 08:43:24.131801+00:00,KOSPP,PREDICTION,33.36,37.94,1032.5687654382236,0.173,129233.74,21538.96
2025-10-24 08:43:24.205705+00:00,ZFSPP,PREDICTION,27.32,32.29,1032.5687654382236,0.178,16610.45,2768.41
2025-10-24 08:44:21.872531+00:00,BSPP,PREDICTION,33.57,40.0,1001.1063517224566,0.173,1032676.87,172112.81
